"Column0","ÝLAN ADI","MAHALLE","FÝYAT","NET(m²)","BRÜT(m²)","ODA-SALON SAYISI","ODA SAYISI","SALON SAYISI","BANYO SAYISI","FOTOÐRAF SAYISI","BÝNA KAT SAYISI","BULUNDUÐU KAT","YAPI DURUMU","ISITMA","BÝNA YAÞI","AÝDAT","KÝRA GETÝRÝSÝ","Metrekare Baþýna Fiyat"
758,"OPTÝMA'DAN ERENKÖY ÇARÞI YAKINI ÝÇÝ ULTRALUX TASARIM GENÝÞ 3+1","Erenköy",6.752048447819438,124,150,"3+1",3,1,3,31,"10","3","Ýkinci El","Merkezi Sistem","31-35 ",450,0,0.05445200361144708
759,"OPTÝMA'DAN 7/24 GÜVENLÝKLÝ ÇOCUK OYUN PARKLI SÝTEDE 2+1","Bostancý",6.739967696759509,72,93,"2+1",2,1,1,29,"10-20 ","1","Ýkinci El","Klima","4",550,0,0.09361066245499318
760,"OPTÝMA'DAN FENERYOLU BAÐDAT CADDESÝNE YAKIN RENÖVE EDÝLMÝÞ 4+1","Feneryolu",6.841984804590113,140,185,"4+1",4,1,2,25,"4","2",,"Klima","31-35 ",0,0,0.04887132003278652
761,"OPTÝMA'DAN SUADÝYE YALI PARSELÝNDE YEÞÝLLÝKLER ÝÇERÝSÝNDE 3+1","Suadiye",6.994537104298496,90,120,"3+1",3,1,2,28,"10","1",,"Klima","4",0,0,0.07771707893664996
762,"DENÝZ MANZARALI OTOPARKLI ENFES ARA KAT DAÝRE","Fenerbahçe",7.041392685158225,150,165,"4+1",4,1,1,31,"10-20 ","7","Ýkinci El","Merkezi Sistem","31-35 ",990,0,0.046942617901054834
763,"MUHTEÞEM KONUMDA ÞAHANE DAÝRE  ÝSKANLI OTOPARKLI ARAKATTA 4+1","Feneryolu",7.096910013008055,150,200,"4+1",4,1,2,31,"8","4","Ýkinci El","Kombi (Doðalgaz)","11-15 ",200,30,0.0473127334200537
764,"Erenköy 'de Baðdat Caddesine 500 mt Satýlýk 5+1 Dubleks Daire","Erenköy",7.161368002234975,240,300,"5+1",5,1,2,26,"9","9","Ýkinci El","Kombi (Doðalgaz)","6-10 ",700,,0.02983903334264573
765,"Erenköy'de Baðdat Caddesine yakýn Satýlýk 7+1 Dubleks Daire","Erenköy",7.138302698166281,225,275,"7+1",7,1,3,31,"9","9","Ýkinci El","Kombi (Doðalgaz)","6-10 ",700,,0.031725789769627914
766,"Baðdat Caddesinde SATILIK Aydýnlýk Ferah 3+1 DAÝRE","Feneryolu",6.875061263391699,120,150,,,,,26,,,,,,0,0,0.05729217719493083
767,"FOUR WINDS ÖN BLOK FULL DENÝZ MANZARALI 4+1 1613 RGY Invest","Göztepe",7.579783596616809,245,350,,,,,31,,,,,,0,0,0.030937892231089018
768,"KDV AVANTAJLI KALAMIÞ'TA SÝTE ÝÇÝNDE TAPU MASRAFI YOK","Fenerbahçe",7.267171728403013,147,200,,,,,31,,,,,,0,0,0.04943654237008852
769,"KADIKÖY FÝKÝRTEPE BAYSAÞ 216 1.ETAP DA 2+1 SATILIK DAÝRE","Dumlupýnar",6.628388930050311,65,75,,,,,20,,,,,,0,0,0.10197521430846632
770,"OPTÝMA'DAN AYÞEKADINDA HAVUZLU BÝNADA EBEVEYNLÝ BALKONLU 3+1","Kozyataðý",6.86893817833291,95,125,"3+1",3,1,2,32,,"6",,"Merkezi Sistem",,500,15,0.07230461240350432
771,"Projeden Erenköy Çamlýköþk Sk'da 3+1 Satýlýk Daire","Erenköy",6.795880017344074,92,115,"3+1",3,1,2,22,"8","7",,"Klima","0",0,0,0.07386826105808776
772,"KW Banu dan Kýzýltoprak Ýstasyon cad. geniþ 1+1","Feneryolu",6.778151250383643,54,65,,,,,21,,,,,,0,0,0.12552131945154896
773,"GÖZTEPE CADDE ÜSTÜNDE 5+1 SATILIK DAÝRE","Göztepe",6.949390006644912,180,200,"5+1",5,1,2,21,"10","6","Ýkinci El","Merkezi Sistem","21-25 ",1,,0.0386077222591384
774,"PARK APARTMANI SATILIK DAÝRE","Sahrayý Cedit",6.698970004336019,93,115,,,,,11,,,,,,0,0,0.07203193553049482
775,"Projeden Erenköy Çamlýköþk Sk'da Satýlýk Dublex Daire","Erenköy",6.860338006570993,120,150,"4+1",4,1,3,22,"8","8",,"Kombi (Doðalgaz)","0",0,0,0.05716948338809161
776,"Fikirtepe'de hýzlý deðer artýþýna sahip Teknik Yapý Uplife 1+1","Dumlupýnar",6.4107772333772095,40,59,,,,,3,,,,,,0,0,0.16026943083443024
777,"GÖZTEPE AHMET REFÝK SOKAK'TA SIFIR BÝNADA SATILIK 4+2 DUBLEKS","Göztepe",7.1760912590556805,151,170,,,,,,,,,,,0,0,0.04752378317255417
778,"GÖZTEPE AHMET REFÝK SOKAK'TA SIFIR BÝNADA SATILIK 3+1","Göztepe",6.929418925714292,86,94,,,,,,,,,,,0,0,0.08057463867109642
779,"GÖZTEPE AHMET REFÝK SOKAK'TA SIFIR BÝNADA SATILIK 3+1","Göztepe",6.954242509439323,86,94,,,,,,,,,,,0,0,0.0808632849934805
780,"OPTÝMA'DAN GÖZTEPEDE MARMARAYA YAKIN HAVUZLU ADA MUTFAKLI 3+1","Göztepe",6.826074802700826,90,130,"3+1",3,1,2,36,"10-20 ","8",,"Klima","6-10 ",0,0,0.07584527558556474
781,"OPTÝMA'DAN ERENKÖY KAÞANELERDE 40 m2 SALONLU GÝYÝNME ODALI 3+1","Erenköy",6.921686475483601,130,170,"3+1",3,1,2,31,"5","3",,"Klima","26-30 ",0,0,0.053243742119104626
782,"SAHÝLE VE MARMARAYA ÇOK YAKIN ÖN KÖÞE CEPHE BALKONLU 130M2 3+1","Bostancý",6.722633922533812,120,130,"3+1",3,1,2,28,"4","2","Sýfýr","Merkezi Sistem","0",0,14,0.05602194935444844
783,"Erenköy 3+1 Yeni Bina Sýfýr Daire","Erenköy",6.812913356642856,100,130,"3+1",3,1,1,18,"10","1","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.06812913356642855
784,"ÖZEL DEKORASYONLU BAÐDAT CADDESÝ&MÝNÝBÜS YOLUNA KOMÞU 2+1 DAÝRE","Göztepe",6.547159121327417,90,120,"2+1",2,1,1,29,"9","8",,"Klima","4",180,0,0.07274621245919352
785,"BOSTANCI'DA MARMARAY VE MÝNÝBÜSE ÇOK YAKIN ÝÇÝ KOMPLE YAPILI 2+1","Bostancý",6.511883360978874,75,85,"2+1",2,1,1,31,"8","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.08682511147971833
786,"50.YIL KORUSUNA KOMÞU ÖN CEPHE 135 M2 BALKONLU 3+1!","Bostancý",6.615950051656401,100,135,"3+1",3,1,1,32,"4","1",,"Merkezi Sistem","0",0,0,0.06615950051656401
787,"OPTÝMA'DAN ÞENESENEVLERDE 2022 YAPIMI BALKONLU 3+1","Bostancý",6.812579155409046,103,135,"3+1",3,1,2,26,"10","10",,"Klima","0",0,0,0.06614154519814608
788,"OPTÝMA'DAN SUADÝYEDE PRESTÝJLÝ YENÝ BÝNADA BALKONLU FIRSAT 3+1","Suadiye",6.942008053022313,102,135,"3+1",3,1,2,36,"10-20 ","5","Ýkinci El","Merkezi Sistem","4",500,0,0.06805890248061092
789,"OPTÝMA'DAN FENERBAHÇEDE SIFIR BÝNADA BALKONLU KOMBÝLÝ FERAH 3+1","Fenerbahçe",6.984527313343791,95,115,"3+1",3,1,2,23,"10","7",,"Klima","0",0,0,0.07352134014046095
790,"ERENKÖY OYUNCAK MÜZESÝNE KOMÞU YÜKSEK KAT 145M2 3+1 DAÝRE","Erenköy",7.110589710299248,117,145,"3+1",3,1,2,25,"10","9",,"Klima","4",300,0,0.0607742710281987
791,"KOZYATAGI METROYA YAKIN DENÝZ MANZARALI3+1SATILIK FIRSAT DAÝRE","Kozyataðý",6.863322860120455,130,160,"3+1",3,1,2,31,"10-20 ","15",,"Klima","11-15 ",0,0,0.05279479123169581
792,"MARMARAY VE MÝNÝBÜS CADDESÝNE ÇOK YAKIN ÝÇÝ KOMPLE YAPILI 2+1!!","Bostancý",6.439332693830262,95,105,"2+1",2,1,1,31,"4","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.0677824494087396
793,"SAHÝLDE MARMARAY VE MÝNÝBÜSE YAKIN 1.KAT ÖN CEPHE 2+1!!","Bostancý",6.439332693830262,95,105,"2+1",2,1,1,31,"4","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.0677824494087396
794,"SAHÝL VE MARMARAYA 2 DK PRESTÝJLÝ YENÝ BÝNADA 2+1","Bostancý",6.423245873936808,75,80,"2+1",2,1,1,27,"4","Bahçe katý","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.08564327831915744
795,"KENTPLUS KADIKÖYDE METROBÜSE YAKIN ARA KAT 2+1 , 4.000.000 TL","Eðitim",6.602059991327962,70,100,"2+1",2,1,2,29,"20 ","8",,"Merkezi Sistem","4",0,0,0.0943151427332566
796,"istanbul Kadýköy fenerbahce mh 3+1 arakat 11.kat satýlýk","Fenerbahçe",6.778151250383643,125,135,"3+1",3,1,1,13,"10-20 ","13",,"Kombi (Doðalgaz)","31-35 ",,25,0.054225210003069145
797,"OPTÝMA'DAN SUADÝYEDE SÝTE ÖZELLÝKLÝ BÝNADA GÜVENLÝKLÝ BALKONLU","Suadiye",6.819543935541868,82,110,"2+1",2,1,2,36,"10-20 ","10","Sýfýr","Merkezi Sistem","0",500,0,0.08316516994563254
798,"OPTÝMA'DAN SUADÝYEDE 7/24 GÜVENLÝKLÝ PRESTÝJLÝ SÝTEDE BOÞ 3+1","Suadiye",6.900093901543398,100,130,"3+1",3,1,1,21,"9","8",,"Kombi (Doðalgaz)","6-10 ",0,0,0.06900093901543398
799,"FENERYOLU 235 m2 4+1 DUBLEKS SATILIK DAÝRE","Feneryolu",6.774516965728549,185,235,"4+1",4,1,2,20,"7","2",,"Merkezi Sistem","31-35 ",600,0,0.03661901062555972
800,"KADIKÖY HASANPAÞA MAH. SATILIK ÇATI DUBLEKSÝ (P-401774)","Hasanpaþa",6.417969642214736,150,162,,,,,,"2","2",,"Kombi (Doðalgaz)","31-35 ",0,0,0.042786464281431576
801,"KOZYATAÐI SATILIK 2+1 METRO VE MARMARAY A YAKIN","Kozyataðý",6.491361693834272,65,85,"2+1",2,1,1,22,"9","Giriþ Katý",,"Merkezi Sistem","31-35 ",350,0,0.09986710298206572
802,"Bostancýda Metroya Yakýn Mimari Dekorlu 3+1 Balkonlu Daire","Bostancý",6.60151678365001,115,145,"3+1",3,1,2,24,"7","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.057404493770869654
803,"Çiftehavuzlar Baðdat Caddesine Ýlk Paralelde Katta Tek 3+1 Daire","Göztepe",6.997823080745725,117,150,"3+1",3,1,2,28,"10-20 ","1","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.0598104536815874
804,"Kozyataðý Bayar Caddesine  Yakýn 2+1 Balkonlu Sýfýr Daire","Kozyataðý",6.653212513775343,75,95,"2+1",2,1,1,31,"10","6","Sýfýr","Merkezi Sistem","0",0,0,0.08870950018367124
805,"Suadiyede Baðdat Caddesine Yakýn 3+1 Masrafsýz  Daire","Suadiye",6.685741738602263,90,125,"3+1",3,1,1,24,"4","4","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07428601931780292
806,"Göztepede Marmaraya Yakýn Güvenlikli Yeni Binada  3+1 Daire","Göztepe",6.822821645303104,93,130,"3+1",3,1,2,26,"10","9","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.07336367360540971
807,"Kozyataðý Ýnönü Caddesinde Yeni Binada 4+1 Dubleks Daire","19 Mayýs",6.795880017344074,130,165,"4+1",4,1,2,26,"6","6","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.052276000133415955
808,"Çiftehavuzlar Tepegözde Güvenlikli Binada 3+1 Lüks Daire","Göztepe",6.9177680024477555,120,155,"3+1",3,1,2,33,"10-20 ","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05764806668706463
809,"Suadiyede Feride Geçidine Yakýn Yeni Binada 2+1  Daire","Suadiye",6.785329835010766,80,110,"2+1",2,1,2,26,"7","6","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.08481662293763458
810,"Caddebostan Sahilde Deniz Manzaralý 5+2 Ýskanlý Dubleks Daire","Caddebostan",7.389166084364533,290,390,"5+2",5,2,4,31,"10-20 ","11","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.025479883049532873
811,"Göztepede Marmaraya Yakýn Havuzlu Yeni Binada 3+1 Daire","Göztepe",6.822821645303104,95,130,"3+1",3,1,2,25,"10","8","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.07181917521371688
812,"Caddebostan Sahilde Deniz Manzaralý  4+2 Ýskanlý Dubleks Daire","Caddebostan",7.352182518111362,250,310,"4+2",4,2,4,31,"10-20 ","12","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.029408730072445446
813,"Caddebostan Sahilde Deniz Manzaralý 5+2 Dubleks Daire","Caddebostan",7.34733001531695,260,330,"5+2",5,2,3,31,"10-20 ","12","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.028258961597372883
814,"Bostancýda Gösteri Merkezine Yakýn 3+1 Mimari Dekorlu Daire","Bostancý",6.59659709562646,120,155,"3+1",3,1,2,24,"6","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.05497164246355383
815,"Selamiçeþmede Özgürlük Parkýna Yakýn 3+1 Sýfýr Daire","Göztepe",6.845098040014256,95,130,"3+1",3,1,2,24,"7","5","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.07205366357909743
816,"Minibüs Caddesi -Bayar Caddesi Arasý Prestijli Bina  3+1 Daire","19 Mayýs",6.6232492903979,103,135,"3+1",3,1,1,28,"10-20 ","7","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.06430339116891165
817,"Bostancý Minibüs Caddesi Yakýn 3+1 Mimari Dekorlu Daire","Bostancý",6.75966784468963,136,160,"3+1",3,1,2,28,"7","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.04970344003448257
818,"Bostancý Siteler Bölgesinde Metroya Yakýn 3+1 Lüks Daire","Bostancý",6.59659709562646,115,145,"3+1",3,1,2,27,"8","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.057361713875012696
819,"Feneryolunda Baðdat Caddesine 4.Binada 3+1 Masrafsýz Daire","Feneryolu",6.788875115775416,120,155,"3+1",3,1,2,19,"8","5","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.056573959298128466
820,"Tüccarbaþýnda Minibüs Caddesine Yakýn 3+1 Mimari Dekorlu Daire","Erenköy",6.75966784468963,130,160,"3+1",3,1,2,19,"9","6","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.051997444959151
821,"Suadiyede Baðdat Caddesine Yakýn Yeni Binada 2+1 Daire","Suadiye",6.703291378118661,70,95,"2+1",2,1,1,17,"8","2","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.09576130540169515
822,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada 2+1 Daire","Göztepe",6.6674529528899535,70,95,"2+1",2,1,1,15,"10","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.09524932789842791
823,"OPTÝMA'DAN KALAMIÞ WYNDHAM OTELE KOMÞU SIFIR BALKONLU 3+1","Fenerbahçe",7.0334237554869485,103,137,"3+1",3,1,2,26,"10","1","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.0682856675289995
824,"Acýbadem Hastanesine Yakýn Site Ýçerisinde  3+1 Daire","Acýbadem",6.660865478003869,90,125,"3+1",3,1,1,12,"4","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07400961642226521
825,"OPTÝMA'DAN SUADÝYEDE BAÐDAT CAD. YAKIN 10 YAÞINDA BALKONLU 2+1","Suadiye",6.843544211945634,72,95,"2+1",2,1,1,34,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","6-10 ",400,0,0.09504922516591158
826,"Suadiye Çatalçeþmede Baðdat Caddesine Yakýn  3+1 Lüks Daire","Suadiye",6.902818468082253,125,155,"3+1",3,1,2,28,"3","2","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.05522254774465802
827,"Caddebostan Oyuncak Müzesi Sokaðýnda 3+1 Temiz Daire","Göztepe",6.774516965728549,120,155,"3+1",3,1,2,30,"5","5","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.056454308047737906
828,"Caddebostanda Baðdat Caddesine Yakýn 230 m2 3+2 Dubleks Daire","Göztepe",7.105510184769973,200,230,"3+2",3,2,4,31,"7","7","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.03552755092384987
829,"Þaþkýnbakkalda Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Suadiye",7.130333768495006,120,155,"3+1",3,1,2,28,"10-20 ","5","Ýkinci El","Merkezi Sistem","4",0,0,0.05941944807079171
830,"Fenerbahçe Sahilde Katta Tek 4+1 Sýfýr Daire EMLAK MASASI","Fenerbahçe",7.3979400086720375,200,250,"4+1",4,1,3,29,"10","3","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.03698970004336019
831,"Kozyataðý Kozzy AVM'ye Komþu Yeni Binada 3+2 Dubleks Daire","Kozyataðý",7.021189299069937,185,220,"3+2",3,2,2,31,"10","10","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.03795237458956723
832,"Caddebostan Baðdat Caddesine Yakýn Yeni Binada 3+1 Dubleks Daire","Erenköy",6.892094602690479,140,160,"3+1",3,1,2,25,"8","8","Ýkinci El","Kombi (Doðalgaz)","2",0,0,0.04922924716207485
833,"Fenerbahçe Sahilde Orduevine Yakýn Yeni Binada 3+1 Daire","Fenerbahçe",7.082785370316449,120,155,"3+1",3,1,2,23,"10","4","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.059023211419303744
834,"Caddebostanda Ömerpaþa Caddesine 2.Binada 3+1 Balkonlu Daire","Erenköy",6.880527778198805,105,140,"3+1",3,1,2,22,"9","8","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.06552883598284576
835,"Feneryolu Kameriyede Baðdat Caddesine Yakýn  3+1 Balkonlu Daire","Feneryolu",6.715585551893196,115,145,"3+1",3,1,2,29,"7","1","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.058396396103419096
836,"Fenerbahçe Baðdat Caddesine Ýlk Paralelde 5+2 Dubleks","Fenerbahçe",7.204119982655924,210,265,"5+2",5,2,3,27,"10-20 ","12","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.0343053332507425
837,"Suadiye Baðdat Caddesine Yakýn Prestijli Bina  4+1  Lüks  Daire","Suadiye",7.039414119176136,165,210,"4+1",4,1,3,31,"7","4","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.04266311587379477
838,"Caddebostan Hamam Sokakta Genç Binada Katta Tek 4+1 Lüks Daire","Caddebostan",7.070037866607755,175,220,"4+1",4,1,2,31,"7","1","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.04040021638061574
839,"Suadiyede Baðdat Caddesine Yakýn  Yeni Binada 3+1 Daire","Suadiye",6.951823035315911,100,135,"3+1",3,1,2,29,"9","9","Ýkinci El","Merkezi Sistem","4",0,0,0.06951823035315911
840,"Bostancýda Gösteri Merkezine Yakýn Yeni Binada 2+1 Daire","Bostancý",6.4983105537896,50,65,"2+1",2,1,1,22,"9","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.129966211075792
841,"Þaþkýnbakkalda Baðdat Caddesine Yakýn 3+1 Yenilenmiþ Daire","Suadiye",6.916453948549925,120,155,"3+1",3,1,2,29,"9","7","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.057637116237916036
842,"Erenköy Kaþanelerde Baðdat Caddesine Yakýn Genç Binada 4+1 Daire","Erenköy",6.997823080745725,180,235,"4+1",4,1,2,25,"9","6","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.03887679489303181
843,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Göztepe",7.070037866607755,115,145,"3+1",3,1,2,24,"10-20 ","11","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.06147859014441526
844,"Erenköy Ethem Efendi Caddesi Üzerinde Yeni Binada 2+1 Daire","Erenköy",6.736396502276642,90,115,"2+1",2,1,1,21,"3","2","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.07484885002529602
845,"Çiftehavuzlarda Baðdat Caddesine 3.Binada Katta Tek 4+1 Daire","Göztepe",7.039414119176136,150,195,"4+1",4,1,2,31,"10","1","Ýkinci El","Merkezi Sistem","21-25 ",0,0,0.04692942746117424
846,"Suadiyede Baðdat Caddesine Yakýn 4+1 Yenilenmiþ Daire","Suadiye",7.032820149438564,160,195,"4+1",4,1,2,30,"10-20 ","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.04395512593399102
847,"Suadiye Caddeye Yakýn  Yeni Binada Güvenlikli  Havuzlu 4+1 Daire","Suadiye",7.068185861746161,145,180,"4+1",4,1,2,27,"10-20 ","2","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.048746109391352835
848,"Suadiye Sahilde 3+1 Full Yapýlý Balkonlu Daire EMLAK MASASI","Suadiye",6.918816390360378,90,125,"3+1",3,1,2,26,"4","Giriþ Katý","Ýkinci El","Merkezi Sistem","4",0,0,0.07687573767067087
849,"Sahrayý Ceditte Minibüs Caddesine Yakýn 3+1 Balkonlu Daire","Sahrayý Cedit",6.526985068559995,110,145,"3+1",3,1,2,20,"9","9","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.05933622789599995
850,"Kozyataðý Ýnönü Caddesi Sümko Sitesinde 3+1 Yenilenmiþ Daire","19 Mayýs",6.3979400086720375,90,125,"3+1",3,1,1,19,"4","Kot 1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.0710882223185782
851,"Bostancýda  Minibüs Caddesine Yakýn Bakýmlý Binada 2+1 Daire","Bostancý",6.511883360978874,80,105,"2+1",2,1,1,14,"8","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.08139854201223592
852,"Suadiyede Baðdat Caddesine Yakýn Bakýmlý  Binada 3+1 Daire","Suadiye",6.951823035315911,130,175,"3+1",3,1,2,14,"9","6","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.05347556181012239
853,"Çiftehavuzlar Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Göztepe",6.929163383205063,120,155,"3+1",3,1,2,12,"7","1","Ýkinci El","Kombi (Doðalgaz)","5",0,0,0.057743028193375526
854,"ARTVÝN EMLAK'TAN SUADÝYE 5+2 DUBLEX DENÝZ MANZARALI DAÝRE","Suadiye",7.3979400086720375,300,340,"5+2",5,2,3,17,"10-20 ","13",,"Merkezi Sistem","0",0,0,0.024659800028906793
855,"Feneryolu Baðdat Caddesine Yakýn Yeni Binada 4+1 Dubleks Daire","Feneryolu",7.060697840353612,145,180,"4+1",4,1,2,11,"10-20 ","11","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.048694467864507665
856,"OPTÝMA'DAN SUADÝYE SAHÝLDE BUTÝK YENÝ BÝNADA EBEVEYN BANYOLU 2+1","Suadiye",6.88930170250631,70,90,"2+1",2,1,2,36,"6","2","Ýkinci El","Kombi (Doðalgaz)","6-10 ",400,25,0.09841859575009014
857,"OPTÝMA'DAN BÖLGENÝN PRESTÝJLÝ HAVUZLU BÝNASINDA ULTRALUX 4+1","Suadiye",7.16879202031418,160,185,"4+1",4,1,3,31,"10","2","Ýkinci El","Merkezi Sistem","26-30 ",750,0,0.04480495012696363
858,"OPTÝMA'DAN SUADÝYEDE SÝTE ÖZELLÝKLÝ BÝNADA EBEVEYN BANYOLU 2+1","Suadiye",6.822821645303104,81,108,"2+1",2,1,2,31,"10-20 ","8","Sýfýr","Merkezi Sistem","0",600,0,0.08423236599139634
859,"3+1 105 NET DAÝRE","Erenköy",6.929418925714292,105,130,"3+1",3,1,0,11,"10-20 ","11",,"Kombi (Doðalgaz)","0",0,0,0.06599446595918373
860,"75 m2 2+1 cadde üstünde daire","Bostancý",6.6232492903979,75,85,"2+1",2,1,2,10,"6","3",,"Kombi (Doðalgaz)","0",0,0,0.08830999053863867
861,"OPTÝMA'DAN BÜYÜK KULÜBE YAKIN YENÝ BÝNA BALKONLU LUX BOÞ 4+1","Caddebostan",7.229169702539101,150,180,"4+1",4,1,3,36,"7","5","Ýkinci El","Kombi (Doðalgaz)","3",800,0,0.04819446468359401
862,"Göztepede Minibüs Caddesine 3.Binada 4+1 Ýskanlý Dubleks","Göztepe",6.875061263391699,170,210,"4+1",4,1,2,27,"9","9","Sýfýr","Merkezi Sistem","2",0,0,0.040441536843480584
863,"Feneryolunda Marmaraya Yakýn Konumda Yeni Binada 3+1 Daire","Feneryolu",6.785329835010766,95,130,"3+1",3,1,2,29,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.07142452457906069
864,"Suadiye Sahilde Deprem Raporlu  Binada Katta Tek 5+1 Daire","Suadiye",7.4698220159781625,270,310,"5+1",5,1,2,31,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.027666007466585787
865,"Ziverbeyde Deprem Raporlu Binada 3+1 Mimari Dekorlu Daire","Zühtüpaþa",6.774516965728549,125,160,"3+1",3,1,2,31,"10-20 ","7","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.05419613572582839
866,"Suadiye Ayþe Çavuþta Genç Binada Katta Tek 3+1 Lüks  Daire","Suadiye",6.829303772831024,110,145,"3+1",3,1,2,31,"10","9","Ýkinci El","Yerden Isýtma","21-25 ",0,0,0.062084579753009315
867,"Kalamýþta Kapanmaz Marina ve Deniz Manzaralý 3+1 Sýfýr Daire","Fenerbahçe",7.477121254719661,145,180,"3+1",3,1,2,31,"10-20 ","12","Sýfýr","Merkezi Sistem","0",0,0,0.05156635348082525
868,"Feneryolunda Baðdat Caddesine Yakýn 3+1 Komple Yenilenmiþ Daire","Feneryolu",6.841984804590113,115,145,"3+1",3,1,2,31,"9","3","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05949552003991403
869,"Suadiye Emin Ali Paþa Caddesinde Yeni Bina 2+1 Bahçe Katý Daire","Suadiye",6.628388930050311,85,110,"2+1",2,1,1,31,"4","Bahçe katý","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.077981046235886
870,"Çiftehavuzlarda Baðdat Cadesine Yakýn Yeni Binada 3+1 Daire","Göztepe",6.88930170250631,90,125,"3+1",3,1,1,27,"10","1","Sýfýr","Merkezi Sistem","3",0,0,0.07654779669451456
871,"Suadiye Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire","Suadiye",6.740362689494243,95,130,"3+1",3,1,2,25,"8","7","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.07095118620520256
872,"Fener Kalmýþ Caddesi Üzerinde iþyerine Uygun  2+1 Lüks Daire","Fenerbahçe",6.7989957344438805,85,110,"2+1",2,1,1,24,"3","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07998818511110448
873,"Kozyataðý Kozzy AVM'ye  Yakýn 3+1 Mimari Dekorlu Daire","Kozyataðý",6.648360010980931,100,135,"3+1",3,1,2,23,"6","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.0664836001098093
