"Column0","ÝLAN ADI","MAHALLE","FÝYAT","NET(m²)","BRÜT(m²)","ODA-SALON SAYISI","ODA SAYISI","SALON SAYISI","BANYO SAYISI","FOTOÐRAF SAYISI","BÝNA KAT SAYISI","BULUNDUÐU KAT","YAPI DURUMU","ISITMA","BÝNA YAÞI","AÝDAT","KÝRA GETÝRÝSÝ","Metrekare Baþýna Fiyat"
106,"ALKAYA- GÖZTEPEDE 4+1 KATTA TEK GENÇ BÝNADA 180M² NET SATILIK","Göztepe",7.113943352306836,180,220,"4+1",4,1,3,15,"7","2",,"Klima","4",0,0,0.03952190751281576
107,"Bostancý Residence & Güvenlikli Site Ýçinde 3+1 Satýlýk Daire %","Bostancý",6.777426822389311,100,135,"3+1",3,1,2,21,"10-20 ","4",,"Kombi (Doðalgaz)","6-10 ",650,,0.06777426822389311
108,"Feneryolu Marmaraya Özgürlük Parkýna Yakýn 2+1","Feneryolu",6.7989957344438805,70,90,"2+1",2,1,2,15,"10-20 ","5","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.09712851049205544
109,"SAHRAYICEDÝD'TE YÜKSEK KATTA EBEVEYN BANYOLU 115 M2 ÝSKANLI","Sahrayý Cedit",6.860338006570993,100,115,"3+1",3,1,2,31,"10","10","Ýkinci El","Kombi (Doðalgaz)","4",300,0,0.06860338006570993
110,"Yanký'dan Koþuyolu Medipol Hast.Komþu 3+1 Satýlýk 130 m2 Daire","Koþuyolu",6.628388930050311,110,130,"3+1",3,1,1,31,"4","2","Ýkinci El","Merkezi Sistem","26-30 ",300,12,0.060258081182275554
111,"Fikirtepe Torkam Projesin de Ebeveyn Banyolu Satýlýk 2+1 Daire","Dumlupýnar",6.653212513775343,80,117,"2+1",2,1,2,29,"20 ","3",,"Merkezi Sistem","0",500,0,0.08316515642219179
112,"Fikirtepe Kiptaþ Torkam Projesin de Satýlýk 2+1 Daire","Dumlupýnar",6.681241237375587,80,117,"2+1",2,1,2,31,"20 ","13",,"Merkezi Sistem","0",500,0,0.08351551546719484
113,"Fikirtepe Kiptaþ Torkam projesin de Satýlýk 2+1 daire","Dumlupýnar",6.653212513775343,80,117,"2+1",2,1,2,31,"20 ","5",,"Merkezi Sistem","0",500,0,0.08316515642219179
114,"KOZYATAÐI CENTRAL HOSPÝTAL YAKIN 5.KAT ÝSKANLI 110m2 SATILIK 3+1","Kozyataðý",6.740362689494243,90,110,"3+1",3,1,1,31,"8","5","Ýkinci El","Merkezi Sistem","31-35 ",950,3,0.07489291877215826
115,"FENERYOLUNDA PARKA YAKIN SIFIRLANMIÞ 125 M2 BALKONLU","Feneryolu",6.8095597146352675,125,150,"3+1",3,1,1,27,"9","4","Sýfýr","Merkezi Sistem","26-30 ",0,0,0.05447647771708214
116,"2+1SATILIK DAIRE, KOZYATAÐI'NIN SAKIN VE NEZIH BÖLGESINDE","Kozyataðý",6.732393759822968,80,100,"2+1",2,1,1,43,"10-20 ","11",,"Klima","6-10 ",200,0,0.0841549219977871
117,"Baðdat Caddesi'ne yürüme mesafesinde sýfýr binada 3+1 satýlýk","Göztepe",6.860338006570993,80,95,"3+1",3,1,2,47,"7","7",,"Kombi (Doðalgaz)","0",500,0,0.08575422508213741
118,"CENTURY21.SAHRA'DAN AYÞEKADIN'DA 4 YILLIK 3+1 HAVUZLU ÝÇÝ YAPILI","Kozyataðý",6.86893817833291,100,135,"3+1",3,1,2,24,"10-20 ","12",,"Klima","4",0,0,0.0686893817833291
119,"CADDEBOSTAN'DA MÜKEMMEL 5+2 GENÝÞ M2 GÜNEY CEPHE DUBLEKS DAÝRE","Caddebostan",7.347134782910019,250,330,"5+2",5,2,3,26,"10-20 ","12",,"Klima","0",0,0,0.029388539131640076
120,"BAÐDAT CADDESÝNE ÝKÝNCÝ BÝNADA MERKEZÝ KONUMLU 3+1 EÞYASZ SATILK","Fenerbahçe",7.155336037465061,145,180,"3+1",3,1,3,31,"4","4",,"Merkezi Sistem","16-20 ",600,0,0.04934714508596594
121,"OZZ TEAM' DEN FENERYOLUNDA ADA MUTFAKLI 3+1 DAÝRE","Feneryolu",6.826074802700826,85,110,,,,,20,"8","4",,"Klima","4",120,0,0.0803067623847156
122,"Fikirtepe Alyalife Projesinde Satýlýk Geniþ Balkonlu geniþ 3+1","Fikirtepe",6.929418925714292,140,220,"3+1",3,1,2,31,"20 ","6",,"Klima","4",0,0,0.0494958494693878
123,"Fikirtepe Þua'da Ebeveyn Banyolu Kapalý Mutfak 92 m2 net Boþ","Fikirtepe",6.806179973983887,92,127,"2+1",2,1,2,31,"20 ","12",,"Merkezi Sistem","3",0,0,0.07398021710852051
124,"Fikirtepe Þua'da Hiç Kullanýlmamýþ Net 92 m2 Kapalý Mutfak Boþ","Fikirtepe",6.816241299991782,92,137,"2+1",2,1,2,31,"20 ","14",,"Merkezi Sistem","3",0,0,0.07408957934773676
125,"NOVACADDE'DEN KOZYATAÐI SATILIK ÝSKANLI 2+1 DAÝRE","Kozyataðý",6.653212513775343,60,75,"2+1",2,1,2,20," 10-20","2",,"Klima","0",300,0,0.11088687522958905
126,"OZZ TEAM' DEN FENERYOLUNDA SATILIK 3+1 DAÝRE YENÝ BÝNA","Feneryolu",6.7481880270062,85,110,,,,,19,"8","4",,"Klima","4",120,0,0.07939044737654352
127,"ÝSKANLI, BALKONLU, 3+1 SATILIK DAÝRE (Yabancý Satýþýna Uygundur)","Bostancý",6.75966784468963,100,135,"3+1",3,1,2,19,"10-20 ","1",,"Klima","6-10 ",500,0,0.06759667844689629
128,"Rasýmpaþa'da ozel mobilyalý, bakýmlý 3+1 satýlýk daire","Rasimpaþa",6.550228353055093,130,140,"3+1",3,1,1,25,"4","4",,"Kombi (Doðalgaz)","31-35 ",100,15,0.05038637194657764
129,"Çiftehavuzlar Baðdat Caddesi 1. Paralel Sokak Satýlýk","Göztepe",6.954242509439323,110,140,"3+1",3,1,2,21,"10-20 ","4","Ýkinci El","Merkezi Sistem","1",0,0,0.0632203864494484
130,"19 MAYIS mah. SIFIR KULANIÞLI 2+1, MANZARALI","19 Mayýs",6.79934054945358,100,105,"2+1",2,1,2,26,"9","7",,"Klima","0",0,0,0.06799340549453581
131,"BOSTANCI VUKELA CADDESÝNDE DÝNAMÝK'TEN 240m2 4+1 FULL YAPILI","Bostancý",6.731588765186737,210,240,"4+1",4,1,3,31,"8","1",,"Klima","26-30 ",0,0,0.03205518459612732
132,"Suadiye Baðdat Caddesi 2. Bina 4+1 Satýlýk Daire","Suadiye",6.997823080745725,140,160,"4+1",4,1,2,26,"7","5","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.04998445057675518
133,"Sea and Çamlýca View in Acýbadem **TURKISH CITIZENSHIP","Hasanpaþa",6.90036712865647,53,72,"1+1",1,1,1,23,"10-20 ","4","Yapým Aþamasýnda","Merkezi Sistem","0",0,0,0.13019560620106546
134,"SUADÝYE AYÞEÇAVUÞ'DA SIFIR BÝNA SATILIK 2+1 DAÝRE","Suadiye",6.8095597146352675,85,100,"2+1",2,1,1,26,"10","6",,"Kombi (Doðalgaz)","0",0,0,0.08011246723100315
135,"ÖZEL MÝMARÝ DEKORLU, BALKONLU, ÝSKANLI 3+1 SATILIK FIRSAT DAÝRE","19 Mayýs",6.61066016308988,100,120,"3+1",3,1,2,26,"9","7",,"Merkezi Sistem","26-30 ",350,0,0.06610660163089879
136,"CENTURY21.SAHRA'DAN C.BOSTAN SAHÝLDE 5+2 DUBLEKS DENÝZ MANZARALI","Caddebostan",7.389166084364533,290,390,,,,,29,"10-20 ","11",,"Klima","0",0,0,0.025479883049532873
137,"CENTURY 21.SAHRA'DAN BAÐDAT'A ÇOK YAKIN 4+1 FULL YAPILI HAVUZLU","Suadiye",7.16879202031418,160,195,"4+1",4,1,2,21,"10","2",,"Merkezi Sistem","26-30 ",0,0,0.04480495012696363
138,"KOZYATAÐI KAYASULTAN SOKAK'TA 110m2 NET KULLANIMLI 3+1 5 YILLIK","Kozyataðý",6.883661435153617,110,136,"3+1",3,1,3,31,"10","7",,"Klima","4",520,0,0.06257874031957834
139,"CENTURY21.SAHRA'DAN AYÞEKADIN'DA 4 YILLIK 3+1 HAVUZLU ÝÇÝ YAPILI","Kozyataðý",6.86893817833291,100,135,"3+1",3,1,2,24,"10-20 ","12",,"Klima","4",0,0,0.0686893817833291
140,"CENTURY 21.SAHRA'DAN KAYA SÝTESÝNDE 3+1ÇOCUK OYUN PARKI&GÜVENLÝK","Bostancý",6.4698220159781625,110,135,,,,,21,"10-20 ","7",,"Merkezi Sistem","26-30 ",350,0,0.05881656378161966
141,"ACIBADEM CADDE YAKINI TERASLI ÖZEL DUBLEKS","Acýbadem",6.544068044350275,113,135,"4+1",4,1,2,27,"4","4",,"Kombi (Doðalgaz)","26-30 ",0,0,0.057912106587170574
142,"KOZYATAÐINDA KATTA TEK 125M2 NET 3+1 YENÝ BÝNA","19 Mayýs",6.872156272748292,125,160,"3+1",3,1,2,31,"7","4","Ýkinci El","Kombi (Doðalgaz)","16-20 ",,,0.054977250181986334
143,"SUADÝYE'DE SATILIK 3+1 150m2 BRÜT MÝMARÝ YAPILI DAÝRE","Suadiye",6.921686475483601,120,150,"3+1",3,1,2,29,"10","4",,"Klima","6-10 ",500,0,0.057680720629030006
144,"CENTURY 21.SAHRA'DAN SUADÝYE'DE BAHÇE KULLANIMLI 2+1 ÝÇÝ YAPILI","Suadiye",6.628388930050311,110,135,,,,,20,"3","Bahçe katý",,"Klima","6-10 ",0,0,0.060258081182275554
145,"YENÝ BÝNADA, EBEVEYN BANYOLU 2+1 SATILIK DAÝRE","Kozyataðý",6.653212513775343,70,90,"2+1",2,1,2,18,"10-20 ","1",,"Klima","4",270,0,0.09504589305393348
146,"KOZZY AVM YAKINI ÝÇÝ TAMAMEN YENÝLENMÝÞ 3+1 100M2","Kozyataðý",6.648360010980931,100,135,"3+1",3,1,1,19,"6","3","Ýkinci El","Kombi (Doðalgaz)","26-30 ",,,0.0664836001098093
147,"SUADÝYEDE ÝÇÝ TAMAMEN YENÝLENMÝÞ 120M2 NETÝ OLAN 3+1","Suadiye",6.774516965728549,120,145,"3+1",3,1,2,17,"9","7","Ýkinci El","Kombi (Doðalgaz)","21-25 ",,,0.056454308047737906
148,"KOZYATAÐINDA ÝÇÝ TAMAMEN YENÝLENMÝÞ 3+1 100M2 NETÝ OLAN","Kozyataðý",6.59659709562646,100,120,"3+1",3,1,1,15,"9","5","Ýkinci El","Merkezi Sistem","26-30 ",,,0.0659659709562646
149,"SAHRAÝCEDÝTTE AZ KATLI BÝNADA YÜSEK GÝRÝÞ 2+1 KOMBÝLÝ  FIRSAT","Sahrayý Cedit",6.3979400086720375,70,95,"2+1",2,1,1,2,"3","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","26-30 ",100,,0.09139914298102911
150,"FENERBAHÇE'DE SIFIR 125M2 EBEVEYN BANYOLU BALKONLU LÜKS","Fenerbahçe",6.984527313343791,95,125,"3+1",3,1,2,14,"9","7","Sýfýr","Kombi (Doðalgaz)","0",,,0.07352134014046095
151,"Sea View 3+1 Investment in Kadýköy *TURKISH CITIZENSHIP","Fikirtepe",6.860338006570993,137,162,"3+1",3,1,2,12,"20 ","14",,"Merkezi Sistem","0",0,0,0.05007545990197805
152,"SATILIK KADIKOY HASANPAÞA","Hasanpaþa",6.4471580313422185,62,70,"1+1",1,1,1,6,"5","2","Ýkinci El","Kalorifer (Doðalgaz)","21-25 ",50,10,0.10398641986035836
153,"Zühtüpaþa Mahallesi' nde Bahçe Kullanýmlý 2+1 Satýlýk Daire","Zühtüpaþa",6.4983105537896,65,80,,,,,23,"5","Bahçe katý",,"Merkezi Sistem","31-35 ",300,0,0.09997400851984
154,"SUADÝYE MERKEZDE YENÝ BÝNADA SATILIK 1+1","Suadiye",6.562292864456474,50,65,,,,,26,"7","Giriþ Katý",,"Klima","4",0,0,0.13124585728912946
155,"ACIBADEM CADDESÝ ÜZERÝNDE SATILIK DAÝRE","Acýbadem",7,127,140,"3+1",3,1,2,8,"5","3",,"Klima","3",0,0,0.05511811023622047
156,"KADIKÖY BAHARÝYE CADDESÝ'NE YAKIN SATILIK 1+1 DAÝRE","Osmanaða",6.491361693834272,50,55,"1+1",1,1,1,10,"3","1","Ýkinci El","Kombi (Doðalgaz)","11-15 ",,,0.12982723387668543
157,"MODERN TASARIMI ,KALÝTESÝ VE KONUMUYLA EÞSÝZ DAÝRE..","Acýbadem",6.875061263391699,105,125,"3+1",3,1,2,10,"5","1",,"Klima","6-10 ",0,0,0.0654767739370638
158,"CENTURY 21.SAHRA'DAN MARMARAYA YAKIN ÝÇÝ YAPILI 2+1","Erenköy",6.5314789170422545,90,110,"2+1",2,1,2,5,"4","4",,"Merkezi Sistem","31-35 ",0,0,0.07257198796713617
159,"OZZ TEAM' DEN BAÐDAT CADDESÝNE CEPHE OFÝS KULLANIMINA UYGUN 2+1","Fenerbahçe",6.544068044350275,74,85,,,,,16,"4","2",,"Kombi (Doðalgaz)","31-35 ",70,0,0.08843335195067939
160,"OZZ TEAM' DEN ZÜHTÜPAÞA' DA DÖNÜÞÜM POTANSÝYELLÝ SATILIK 2+1","Zühtüpaþa",6.633468455579586,75,95,,,,,15,"4","1",,"Kombi (Doðalgaz)","31-35 ",0,0,0.08844624607439448
161,"FENERYOLUNDA TREN -MÝNÝBÜS ARASINDA KÝRACILI KOMBÝLÝ","Feneryolu",6.653212513775343,70,80,"2+1",2,1,1,8,"8","5","Ýkinci El","Kombi (Doðalgaz)","3",100,14,0.09504589305393348
162,"KADIKÖY KOZYATAÐI DUBLEKS","19 Mayýs",6.929418925714292,155,200,"4+1",4,1,2,15,"6","6","Ýkinci El","Merkezi Sistem","4",0,0,0.04470592855299543
163,"Kýzýltoprak Fenerbahçe Stat Karþýsý Marmaray Metrobüs Yakýn","Zühtüpaþa",6.653212513775343,92,130,"3+1",3,1,1,24,"5","5","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.07231752732364503
164,"DÝNAMÝK'TEN SUADÝYE'DE MÝNÝBÜS YOLU ÜZERÝNDE 3+1 SATILIK DAÝRE","Suadiye",6.662757831681573,75,100,"2+1",2,1,1,24,"9","6",,"Merkezi Sistem","3",,,0.08883677108908765
165,"ERENKÖY DE 125M2 NETÝ OLAN 3+1ÝÇÝ TAMAMEN YENÝLENMÝÞ","Erenköy",6.774516965728549,125,150,"3+1",3,1,1,26,"9","5","Ýkinci El","Merkezi Sistem","26-30 ",,,0.05419613572582839
166,"ÞENESENEVLERDE KATTA TEK165M2 NET 3+1 ÝÇÝ TAMAMEN YENÝLENMÝÞ","Kozyataðý",6.711807229041191,165,175,"3+1",3,1,1,17,"8","2","Ýkinci El","Merkezi Sistem","26-30 ",,,0.04067761956994661
167,"OZZ TEAM' DEN SUADÝYE EMÝN ALÝ PAÞA CAD. ÜZERÝ SATILIK 2+1 DAÝRE","Suadiye",6.477121254719662,62,80,,,,,1,"4","Giriþ Katý",,"Kombi (Doðalgaz)","0",0,0,0.10446969765676874
168,"3 Months to Key Delivery *Available for TURKISH CITIZENSHIP","Merdivenköy",6.832508912706236,102,140,"3+1",3,1,2,,"10","10",,"Kombi (Doðalgaz)","0",0,0,0.06698538149711995
169,"BOÞ ..19 MAYIS MAHALLESÝNDE KOMBÝLÝ 85 M2 NET ÖNÜ AÇIK 2+1 DAÝRE","19 Mayýs",6.740362689494243,85,115,"2+1",2,1,2,19,"8","8",,"Kombi (Doðalgaz)","4",,,0.07929838458228522
170,"FENERYOLU ÖZGÜRLÜK PARKINA YAKIN 155M2 ÇÝFT BALKONLU ULTRA LÜKS","Feneryolu",6.8095597146352675,130,155,"3+1",3,1,2,28,"7","4","Ýkinci El","Merkezi Sistem","31-35 ",,,0.05238122857411744
171,"SUADÝYE BAÐDATA YAKIN YENÝ BÝNADA 105M2 BALKONLU ULTRA LÜKS","Suadiye",6.843544211945634,80,105,"2+1",2,1,1,17,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","11-15 ",,,0.08554430264932042
172,"ALKAYA'DAN SUADÝYE BAÐDAT YAKININDA SATILIK 3+1 LÜKS DAÝRE","Caddebostan",6.942008053022313,115,150,"3+1",3,1,2,31,"8","3","Sýfýr","Kombi (Doðalgaz)","21-25 ",0,25,0.06036528741758533
173,"ALKAYA'DAN BAÐDAT'A ÇOK YAKIN ARA KATTA BALKONKLU  SATILIK 2+1","Suadiye",6.76715586608218,75,100,"2+1",2,1,1,26,"8",,"Ýkinci El","Kombi (Doðalgaz)","5",280,18,0.09022874488109574
174,"ALKAYA'DAN SUADÝYE HAZAN SK ÜZERÝNDE SATILIK BALKONLU 1+1 DAÝRE","Suadiye",6.612783856719735,55,70,"1+1",1,1,1,30,"3","2","Ýkinci El","Kombi (Doðalgaz)","3",0,4.5,0.12023243375854063
175,"ALKAYA'DAN SUADÝYE BAÐDAT CD 3.BÝNADA SATILIK HAVUZLU 4+1 DAÝRE","Suadiye",7.16879202031418,170,220,"4+1",4,1,2,31,"10","2","Sýfýr","Merkezi Sistem","26-30 ",0,45,0.04216936482537753
176,"ALKAYA'DAN SUADÝYE VÝLLA TADINDA BAHÇELÝ SATILIK 1+1 DAÝRE","Suadiye",6.628388930050311,55,70,"1+1",1,1,2,31,"8","Giriþ Katý","Ýkinci El","Kombi (Doðalgaz)","3",250,15,0.12051616236455111
177,"ALKAYA'DAN FENERBAHÇE DALYAN'DA SATILIK 125 m NET YENÝ DAÝRE","Fenerbahçe",7.144574207609616,125,160,"3+1",3,1,2,29,"9","5","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.05715659366087693
178,"ALKAYA'DAN BOSTANCI METRO VE MÝNÝBÜS CD YAKINI SATILIK 3+1 DAÝRE","Bostancý",6.555094448578318,115,145,"3+1",3,1,1,30,"8","8","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.057000821291985374
179,"ALKAYA'DAN SUADÝYE EMÝNALÝPAÞA CD ÜZERNDE SATILIK 3+1 LÜKS DAÝRE","Suadiye",6.724275869600789,100,135,"3+1",3,1,2,31,"4","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,13,0.06724275869600789
180,"ALKAYA'DAN KOZYATAÐI'NDA SATILIK BALKONLU DAÝRE 110 M² NET 3+1","19 Mayýs",6.763427993562937,110,135,"3+1",3,1,2,31,"10-20 ","7","Ýkinci El","Merkezi Sistem","6-10 ",0,0,0.06148570903239033
181,"ALKAYA'dan SUADÝYE'DE BAÐDAT'A ÇOK YAKIN 2+1 SATILIK YENÝ DAÝRE","Suadiye",6.703291378118661,68,100,"2+1",2,1,1,31,"8","2","Ýkinci El","Kombi (Doðalgaz)","3",0,14,0.09857781438409796
182,"ALKAYA'DAN BOSTANCI SÝTELER BÖLGESÝNDE SATILIK 3+1 ARA KAT DAÝRE","Bostancý",6.653212513775343,110,135,"3+1",3,1,1,27,"7","6","Ýkinci El","Kombi (Doðalgaz)","21-25 ",400,13,0.06048375012523039
183,"ALKAYA'DAN SUADÝYE AYÞE ÇAVUÞ'DA MARMARYA 5 DK SATILIK 3+1 DAÝRE","Suadiye",6.8095597146352675,90,120,"3+1",3,1,1,31,"9","2","Ýkinci El","Kombi (Doðalgaz)","4",400,18,0.07566177460705853
184,"ALKAYA'DAN SUADÝYE BAÐDAT  YAKININDA SATILIK 3+1 LÜKS DAÝRE","Suadiye",6.942008053022313,115,150,"3+1",3,1,2,30,"8","3","Sýfýr","Kombi (Doðalgaz)","21-25 ",0,35,0.06036528741758533
185,"ALKAYA'DAN SUADÝYE AYÞE ÇAVUÞTA SATILIK 2+1 BALKONLU DAÝRE","Suadiye",6.720159303405956,70,100,"2+1",2,1,1,28,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","4",0,16,0.09600227576294224
186,"F.BAHÇE 12 YILLIK GENÇ BÝNADA 140M2 BALKONLU ULTRA LÜKS","Fenerbahçe",6.977723605288847,110,140,"3+1",3,1,2,25,"10-20 ","5","Ýkinci El","Kombi (Doðalgaz)","11-15 ",,,0.06343385095717133
187,"Feneryolu'nda merkezi konumda yepyeni 200 m2 4+1 dublex daire","Feneryolu",6.951823035315911,160,200,"4+1",4,1,2,28,"7","7",,"Kombi (Doðalgaz)","4",210,0,0.04344889397072445
188,"Caddebostan Ragýp Paþa Korusu Sitesi 6+1 Saunalý Bahçe Dubleks","Caddebostan",7.477121254719661,251,314,"6+1",6,1,3,32,"3","Giriþ Katý",,"Merkezi Sistem","26-30 ",0,0,0.02978932770804646
189,"ALKAYA GAYRÝMEKULDEN SATILIK HAVUZLU GENÝÞ SATILIK 4+1 DAÝRE","Suadiye",7.16879202031418,160,200,"4+1",4,1,2,26,"10","2","Sýfýr","Kombi (Doðalgaz)","26-30 ",600,30,0.04480495012696363
190,"ALKAYA- ERENKÖY MERKEZÝ KONUMDA BALKON 3+1 115NET SATILIK DAÝRE","Göztepe",6.86893817833291,115,135,"3+1",3,1,2,31,"9","8","Sýfýr","Kombi (Doðalgaz)","3",0,22,0.05972989720289487
191,"ALKAYA-BAÐDAT CADDESÝNE 4DK GENÇ BÝNADA 3+1 SATILIK DAÝRE","Suadiye",6.885926339801431,95,130,"3+1",3,1,2,31,"9","4","Sýfýr","Kombi (Doðalgaz)","6-10 ",0,0,0.07248343515580453
192,"ALKAYA'DAN SUADÝYE'DE VÝLLA TADINDA BAHÇELÝ 1+1 SATILIK DAÝRE","Suadiye",6.628388930050311,55,65,"1+1",1,1,1,26,"8","Giriþ Katý","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.12051616236455111
193,"ALKAYA-EMÝNALÝPAÞA CAD. 2.BÝNA 4 YAÞINDA 2+1 80M² SATILIK DAÝRE","Suadiye",6.716003343634799,60,80,"2+1",2,1,1,31,"8","7","Sýfýr","Kombi (Doðalgaz)","4",280,18,0.11193338906057998
194,"ALKAYA'DAN SUADÝYE'DE 2001 YAPIMI 115M² NET 3+1 SATILIK DAÝRE","Suadiye",6.942008053022313,115,140,"3+1",3,1,2,31,"8","3","Sýfýr","Kombi (Doðalgaz)","21-25 ",0,0,0.06036528741758533
195,"ALKAYA- ERENKÖY'DE GENÇ BÝNADA 4+1 140M² NET SATILIK DAÝRE","Erenköy",6.977723605288847,140,180,"4+1",4,1,3,22,"10-20 ","12","Sýfýr","Kombi (Doðalgaz)","1",0,0,0.049840882894920335
196,"ALKAYA'DAN SUADÝYE ÞAÞKINBAKKAL'DA SATILIK 3+1 DAÝRE- 120 M² NET","Suadiye",6.916453948549925,120,135,"3+1",3,1,2,31,"9","7","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.057637116237916036
197,"ALKAYA- SUADÝYE ÞAÞKINDA SATILIK 105M² NET 3+1 BALKONLU DAÝRE","Suadiye",6.550228353055093,105,130,"3+1",3,1,2,20,"3","1","Ýkinci El","Kombi (Doðalgaz)","40 ",0,12,0.06238312717195327
198,"KOZYATAÐI Metroya Yakýn Satýlýk 2+1 Ferah Daire","19 Mayýs",6.505149978319905,86,100,"2+1",2,1,1,,"10-20 ","10","Ýkinci El","Merkezi Sistem","31-35 ",,,0.07564127881767332
199,"CENTURY 21.SAHRA'DAN ÇATALÞEME'DE ÝÇÝ YAPILI 3+1 120 M2 NET","Suadiye",6.897352134344312,120,150,,,,,6,,,,,,0,0,0.05747793445286927
200,"Fenerbahçe Wyndham Otel karþýsý Katta Tek Balkonlu","Fenerbahçe",6.903089986991943,130,160,"4+1",4,1,2,17,"6","4",,"Klima","26-30 ",250,0,0.05310069220763033
201,"KOZZY AVM ÝLE METRO YAKINI BALKONLU KULLANIÞLI 3 YAÞINDA 3+1 DAÝ","Kozyataðý",6.76715586608218,95,125,"3+1",3,1,2,13,"10","4","Ýkinci El","Merkezi Sistem","3",,,0.07123321964297032
202,"BOSTANCI LUNAPARK YAKINI ULAÞIMI KOLAY,YATIRIM DEÐERÝ YÜKSEK 3+1","Bostancý",6.648360010980931,125,150,"3+1",3,1,2,16,"10-20 ","10","Ýkinci El","Kombi (Doðalgaz)","21-25 ",500,0,0.05318688008784745
203,"ALKAYA YETKÝLÝ -SUADÝYE'DE BAÐDAT'A ÇOK YAKIN 2+1 SATILIK DAÝRE","Suadiye",6.703291378118661,70,100,"2+1",2,1,1,16,"8","2","Sýfýr","Kombi (Doðalgaz)","3",0,16,0.09576130540169515
204,"ALKAYA- GÖZTEPEDE 4+1 KATTA TEK GENÇ BÝNADA 180M² NET SATILIK","Göztepe",7.113943352306836,180,220,"4+1",4,1,2,15,"7","2","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.03952190751281576
205,"Göztepe Pýrlanta Residence'da Havuz Baþýnda Keyifle Yaþayacaðýný","Fikirtepe",6.462397997898956,66,84,"1+1",1,1,1,12,"20 ","1","Ýkinci El","Klima","4",0,0,0.09791512118028721
206,"DALYAN SAHÝLDE SIFIR 170M2  BALKONLU ULTRA  LÜKS","Fenerbahçe",7.130333768495006,135,170,"3+1",3,1,2,12,"10-20 ",,"Sýfýr","Merkezi Sistem","0",,,0.05281728717403708
207,"KALAMIÞ SAHÝLDE SIFIR 215M2 GÜVENLÝKLÝ SÝTE ÝÇÝNDE 3 BALKONLU","Fenerbahçe",7.161368002234975,182,215,"3+1",3,1,2,10,"3","1","Sýfýr","Kombi (Doðalgaz)","0",,,0.03934817583645591
208,"Kadýköy Feneryolu'nda Satýlýk 3+1 Daire Nezih Apt Otoparklý","Feneryolu",6.685741738602263,120,135,"3+1",3,1,1,,"6","1","Ýkinci El","Merkezi Sistem","26-30 ",,,0.05571451448835219
209,"ALKAYA'DAN GÖZTEPE'DE 2+1 SATILIK DAÝRE BALKONLU ÇÝFT WCLÝ","Göztepe",6.528273777167043,85,115,"2+1",2,1,2,31,"3",,"Ýkinci El","Merkezi Sistem","36-40 ",0,6.5,0.07680322090784757
210,"Dinamik'ten Eðitim Mahallesinde Minibüs Caddesine 4.Bina Dublex","Eðitim",6.628388930050311,120,150,"2+2",2,2,3,26,"7","7",,"Kombi (Doðalgaz)","26-30 ",0,0,0.055236574417085925
211,"WEN CADDE'DEN SUADÝYEDE YENÝ BÝNADA SATILIK 3+1 DAÝRE","Suadiye",6.774516965728549,120,148,"3+1",3,1,2,27,"10-20 ","5","Ýkinci El","Kombi (Doðalgaz)","4",300,15,0.056454308047737906
212,"ALKAYA-KALAMIÞ MARÝNA 3+1 GENÝÞ MUTFAKLI SATILIK DAÝRE","Fenerbahçe",7.077367905284155,105,138,"3+1",3,1,2,19,"9","8","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.0674035038598491
213,"MODA CADDESÝ ÜSTÜ 9 YILLIK ÝSKANLI BALKONLU 3.KAT 200m2 SATILIK","Caferaða",7.146128035678237,160,200,"3+1",3,1,2,31,"6","3","Ýkinci El","Kombi (Doðalgaz)","6-10 ",600,20,0.044663300222988984
214,"Fenerbahçe Deniz - Marina ve Doða Manzaralý Yüzme Havuzlu","Fenerbahçe",7.802773725291974,420,550,"4+2",4,2,4,6,"10-20 ","13","Sýfýr","Merkezi Sistem","0",0,0,0.018578032679266606
215,"KALAMIÞ SAHÝLDE SIFIR 165M2 GÜVENLÝKLÝ SÝTE ÝÇÝNDE BAHÇE DUBLEKS","Fenerbahçe",7.096910013008055,140,165,"3+1",3,1,2,5,"3","Bahçe katý","Sýfýr","Kombi (Doðalgaz)","0",,,0.05069221437862897
216,"WEN CADDE'DEN GÖZTEPEDE DENÝZCÝLER RESÝDENCE SATILIK 3+1 DAÝRE","Göztepe",6.740362689494243,115,150,"3+1",3,1,2,16,"10-20 ","1","Ýkinci El","Merkezi Sistem","6-10 ",,,0.058611849473862984
